"tipo_transp";"viajeros_tasas";"periodo";"total"
"Transporte interurbano regular por autobús: Media distancia";"Variación anual";"2002M09";
"Transporte interurbano regular por autobús: Media distancia";"Variación anual";"2002M08";
"Transporte interurbano regular por autobús: Media distancia";"Variación anual";"2002M07";
"Transporte interurbano regular por autobús: Media distancia";"Variación anual";"2002M06";
"Transporte interurbano regular por autobús: Media distancia";"Variación anual";"2002M05";
"Transporte interurbano regular por autobús: Media distancia";"Variación anual";"2002M04";
"Transporte interurbano regular por autobús: Media distancia";"Variación anual";"2002M03";
"Transporte interurbano regular por autobús: Media distancia";"Variación anual";"2002M02";
"Transporte interurbano regular por autobús: Media distancia";"Variación anual";"2002M01";
"Transporte interurbano regular por autobús: Media distancia";"Variación anual";"2001M12";
"Transporte interurbano regular por autobús: Media distancia";"Variación anual";"2001M11";
"Transporte interurbano regular por autobús: Media distancia";"Variación anual";"2001M10";
"Transporte interurbano regular por autobús: Media distancia";"Variación anual";"2001M09";
"Transporte interurbano regular por autobús: Media distancia";"Variación anual";"2001M08";
"Transporte interurbano regular por autobús: Media distancia";"Variación anual";"2001M07";
"Transporte interurbano regular por autobús: Media distancia";"Variación anual";"2001M06";
"Transporte interurbano regular por autobús: Media distancia";"Variación anual";"2001M05";
"Transporte interurbano regular por autobús: Media distancia";"Variación anual";"2001M04";
"Transporte interurbano regular por autobús: Media distancia";"Variación anual";"2001M03";
"Transporte interurbano regular por autobús: Media distancia";"Variación anual";"2001M02";
"Transporte interurbano regular por autobús: Media distancia";"Variación anual";"2001M01";
"Transporte interurbano regular por autobús: Media distancia";"Variación anual";"2000M12";
"Transporte interurbano regular por autobús: Media distancia";"Variación anual";"2000M11";
"Transporte interurbano regular por autobús: Media distancia";"Variación anual";"2000M10";
"Transporte interurbano regular por autobús: Media distancia";"Variación anual";"2000M09";
"Transporte interurbano regular por autobús: Media distancia";"Variación anual";"2000M08";
"Transporte interurbano regular por autobús: Media distancia";"Variación anual";"2000M07";
"Transporte interurbano regular por autobús: Media distancia";"Variación anual";"2000M06";
"Transporte interurbano regular por autobús: Media distancia";"Variación anual";"2000M05";
"Transporte interurbano regular por autobús: Media distancia";"Variación anual";"2000M04";
"Transporte interurbano regular por autobús: Media distancia";"Variación anual";"2000M03";
"Transporte interurbano regular por autobús: Media distancia";"Variación anual";"2000M02";
"Transporte interurbano regular por autobús: Media distancia";"Variación anual";"2000M01";
"Transporte interurbano regular por autobús: Media distancia";"Variación anual";"1999M12";
"Transporte interurbano regular por autobús: Media distancia";"Variación anual";"1999M11";
"Transporte interurbano regular por autobús: Media distancia";"Variación anual";"1999M10";
"Transporte interurbano regular por autobús: Media distancia";"Variación anual";"1999M09";
"Transporte interurbano regular por autobús: Media distancia";"Variación anual";"1999M08";
"Transporte interurbano regular por autobús: Media distancia";"Variación anual";"1999M07";
"Transporte interurbano regular por autobús: Media distancia";"Variación anual";"1999M06";
"Transporte interurbano regular por autobús: Media distancia";"Variación anual";"1999M05";
"Transporte interurbano regular por autobús: Media distancia";"Variación anual";"1999M04";
"Transporte interurbano regular por autobús: Media distancia";"Variación anual";"1999M03";
"Transporte interurbano regular por autobús: Media distancia";"Variación anual";"1999M02";
"Transporte interurbano regular por autobús: Media distancia";"Variación anual";"1999M01";
"Transporte interurbano regular por autobús: Media distancia";"Variación anual";"1998M12";
"Transporte interurbano regular por autobús: Media distancia";"Variación anual";"1998M11";
"Transporte interurbano regular por autobús: Media distancia";"Variación anual";"1998M10";
"Transporte interurbano regular por autobús: Media distancia";"Variación anual";"1998M09";
"Transporte interurbano regular por autobús: Media distancia";"Variación anual";"1998M08";
"Transporte interurbano regular por autobús: Media distancia";"Variación anual";"1998M07";
"Transporte interurbano regular por autobús: Media distancia";"Variación anual";"1998M06";
"Transporte interurbano regular por autobús: Media distancia";"Variación anual";"1998M05";
"Transporte interurbano regular por autobús: Media distancia";"Variación anual";"1998M04";
"Transporte interurbano regular por autobús: Media distancia";"Variación anual";"1998M03";
"Transporte interurbano regular por autobús: Media distancia";"Variación anual";"1998M02";
"Transporte interurbano regular por autobús: Media distancia";"Variación anual";"1998M01";
"Transporte interurbano regular por autobús: Media distancia";"Variación anual";"1997M12";
"Transporte interurbano regular por autobús: Media distancia";"Variación anual";"1997M11";
"Transporte interurbano regular por autobús: Media distancia";"Variación anual";"1997M10";
"Transporte interurbano regular por autobús: Media distancia";"Variación anual";"1997M09";
"Transporte interurbano regular por autobús: Media distancia";"Variación anual";"1997M08";
"Transporte interurbano regular por autobús: Media distancia";"Variación anual";"1997M07";
"Transporte interurbano regular por autobús: Media distancia";"Variación anual";"1997M06";
"Transporte interurbano regular por autobús: Media distancia";"Variación anual";"1997M05";
"Transporte interurbano regular por autobús: Media distancia";"Variación anual";"1997M04";
"Transporte interurbano regular por autobús: Media distancia";"Variación anual";"1997M03";
"Transporte interurbano regular por autobús: Media distancia";"Variación anual";"1997M02";
"Transporte interurbano regular por autobús: Media distancia";"Variación anual";"1997M01";
"Transporte interurbano regular por autobús: Media distancia";"Variación anual";"1996M12";
"Transporte interurbano regular por autobús: Media distancia";"Variación anual";"1996M11";
"Transporte interurbano regular por autobús: Media distancia";"Variación anual";"1996M10";
"Transporte interurbano regular por autobús: Media distancia";"Variación anual";"1996M09";
"Transporte interurbano regular por autobús: Media distancia";"Variación anual";"1996M08";
"Transporte interurbano regular por autobús: Media distancia";"Variación anual";"1996M07";
"Transporte interurbano regular por autobús: Media distancia";"Variación anual";"1996M06";
"Transporte interurbano regular por autobús: Media distancia";"Variación anual";"1996M05";
"Transporte interurbano regular por autobús: Media distancia";"Variación anual";"1996M04";
"Transporte interurbano regular por autobús: Media distancia";"Variación anual";"1996M03";
"Transporte interurbano regular por autobús: Media distancia";"Variación anual";"1996M02";
"Transporte interurbano regular por autobús: Media distancia";"Variación anual";"1996M01";
"Transporte interurbano regular por autobús: Media distancia";"Variación de la media en lo que va de año";"2020M08";-46,8
"Transporte interurbano regular por autobús: Media distancia";"Variación de la media en lo que va de año";"2020M07";-46,6
"Transporte interurbano regular por autobús: Media distancia";"Variación de la media en lo que va de año";"2020M06";-46,3
"Transporte interurbano regular por autobús: Media distancia";"Variación de la media en lo que va de año";"2020M05";-42
"Transporte interurbano regular por autobús: Media distancia";"Variación de la media en lo que va de año";"2020M04";-31,2
"Transporte interurbano regular por autobús: Media distancia";"Variación de la media en lo que va de año";"2020M03";-11,6
"Transporte interurbano regular por autobús: Media distancia";"Variación de la media en lo que va de año";"2020M02";7,7
"Transporte interurbano regular por autobús: Media distancia";"Variación de la media en lo que va de año";"2020M01";7,5
"Transporte interurbano regular por autobús: Media distancia";"Variación de la media en lo que va de año";"2019M12";0,2
"Transporte interurbano regular por autobús: Media distancia";"Variación de la media en lo que va de año";"2019M11";-0,3
"Transporte interurbano regular por autobús: Media distancia";"Variación de la media en lo que va de año";"2019M10";-0,9
"Transporte interurbano regular por autobús: Media distancia";"Variación de la media en lo que va de año";"2019M09";-2
"Transporte interurbano regular por autobús: Media distancia";"Variación de la media en lo que va de año";"2019M08";-3,3
"Transporte interurbano regular por autobús: Media distancia";"Variación de la media en lo que va de año";"2019M07";-3,2
"Transporte interurbano regular por autobús: Media distancia";"Variación de la media en lo que va de año";"2019M06";-3,4
"Transporte interurbano regular por autobús: Media distancia";"Variación de la media en lo que va de año";"2019M05";-2,9
"Transporte interurbano regular por autobús: Media distancia";"Variación de la media en lo que va de año";"2019M04";-2,8
"Transporte interurbano regular por autobús: Media distancia";"Variación de la media en lo que va de año";"2019M03";-2,2
"Transporte interurbano regular por autobús: Media distancia";"Variación de la media en lo que va de año";"2019M02";-2,4
"Transporte interurbano regular por autobús: Media distancia";"Variación de la media en lo que va de año";"2019M01";-1,2
